title,pageRank
Rustication (architecture),0.0134199990558619
Vespasian,0.01334903054132409
Theatre of Marcellus,0.01180953895808838
Baths of Titus,0.01176043408136153
Nero,0.01108457074214262
Pilaster,0.009032960900018169
Travertine,0.008407888177777734
Domus Aurea,0.007914680001377723
Appian Way,0.007902717072388576
Awning,0.00770204328468115
Pozzuoli,0.007248685237022687
Groin vault,0.00692358627925894
Corinthian order,0.006623902209679142
Mosaic,0.00658849917094306
Agrippina the Younger,0.00597851569599289
Rome,0.005930450279642775
Flavian dynasty,0.005610266556785671
Terracina,0.005562262730928062
Doric order,0.00541719525956189
Cavea,0.005338846491053779
Ionic order,0.005244347126688362
Eurysaces,0.005155170206820451
Julio-Claudian dynasty,0.005064207977209797
Argiletum,0.004847217239775768
"Pantheon, Rome",0.004764995123861826
Domitian,0.004664192899369534
Claudius,0.004637493687017657
Suburra,0.004412048748844932
Frieze,0.004307789275803524
Andrea Palladio,0.004229926982129408
Breadbasket,0.004137223227417951
Palaestra,0.004005974458174332
Capri,0.003950091753947563
Arch of Titus,0.003914975746464979
Millstone,0.003793940593623652
Urn,0.003755652987146296
Damnatio memoriae,0.003617445203421689
Colosseum,0.003529481310936272
Rock (geology),0.003359968734628112
Porta Maggiore,0.003326977014362149
Pompeii,0.003213150534045668
Water,0.003205450372899186
Herculaneum,0.003194023908801344
Thermae,0.003150545503683569
Gordian III,0.003121828147367597
Vault (architecture),0.003108936268358416
Vitellius,0.002962778784181877
Metropolitan Museum of Art,0.002958168542992207
Boscotrecase,0.002932983541051783
Roman Forum,0.002921500102890495
Colonnade,0.002904545103513884
Slavery,0.002884860806864924
Tomb of Caecilia Metella,0.002868503972237995
Campania,0.002859914597258297
Tabularium,0.002840643361096217
Trajan,0.002820624571569801
Sulfur,0.002795443099206805
Mark Antony,0.002795314583519838
Palatine Hill,0.002757201910617184
Ancient Rome,0.002755413124691333
Freedman,0.00274599570566338
Augustus,0.002717581129539637
Oplontis,0.002705190697264637
Tiberius,0.002693017688643014
Esquiline Hill,0.00268506032337359
Arch of Constantine,0.002663129626123753
Nile,0.002640751243330123
Temple of Venus and Roma,0.002640102089864221
Oculus,0.002637032931166755
Roman Empire,0.002633114997428574
Naples,0.002627142786275924
Michelangelo,0.002566191591852525
Classical antiquity,0.002552171848357102
Anatolia,0.00253859194854643
Palestrina,0.002531101243812126
Barrel vault,0.002508016378953281
Via dei Fori Imperiali,0.002504558440481054
Pompeian Styles,0.002498401045545513
Galba,0.002496826408515669
Stucco,0.002477079784098044
Forum of Augustus,0.002443217289539291
Spa,0.002426458419566936
Rib vault,0.00242447098754201
Renaissance,0.002400935403936439
Greece,0.002398324225219699
Rabirius (architect),0.002395817422416368
Appian,0.002361419998233411
Capitoline Hill,0.002361155331127798
Pulley,0.002354053962865406
Cremation,0.002348940711322636
Titus,0.002318815921469655
Entablature,0.002296341232821402
Forum of Nerva,0.002281473073555679
Julius Caesar,0.002270956022699713
Granite,0.002269430607576561
Ancient Greece,0.002264081359069497
Egypt,0.002256596847845052
Amalfi Coast,0.002239419220941534
Masonry,0.002238723200299373
Ark of the Covenant,0.002235066377832433
Parthian Empire,0.002229188174124664
Colossus of Nero,0.002212663812096098
Temple of Venus Genetrix,0.002211501343380262
Caldarium,0.00220742160018686
Fortuna,0.002196658328845562
Tepidarium,0.002195510247496747
Jerusalem,0.002190653485981694
Opus incertum,0.002156889970820597
Jews,0.002153315100508184
Italy,0.002133189565910913
Marble,0.00212528256830874
Jupiter (mythology),0.002122100742591066
Frigidarium,0.002120121544492268
Ancient Roman architecture,0.002075479537556483
Relief,0.002070978803520931
Ara Pacis,0.002060041261961672
Concrete,0.002023630339062626
Pope,0.002020425608626953
Quarry,0.002010044873666982
Judea,0.002009899995063734
Apse,0.002003217046017208
Athens,0.001989876280696718
Amphitheatre,0.001981548914365217
Apodyterium,0.001925211744881298
Benito Mussolini,0.001920705850239708
