title,pageRank
Light-year,0.01351742841745488
Escape velocity,0.01160811919601042
Nuclear fusion,0.01085626876661505
String theory,0.01050996651725363
Big Bang,0.00955353899087015
Hydrogen,0.00884425291226947
Galaxy,0.008253730960704824
Parsec,0.007612295582985033
Quasar,0.00611523313697469
Age of the universe,0.005976679476594304
Friedmann equations,0.00535877421522719
Theoretical physics,0.005269837116671979
Hubble's law,0.004769306586612609
Helium,0.004652998731793816
Gravity,0.004587795503851652
Alpha Centauri,0.004470081677528966
Supermassive black hole,0.004423205686048248
Cosmic microwave background,0.004367258746077103
Terminology,0.004244266484164941
Square root of 2,0.004236792580884037
Hubble Space Telescope,0.00418274463700106
Intellectual history,0.004149783714216117
Pi,0.004026738601176806
Square root,0.004023297516770816
Steady state,0.003861563146843838
Speed of light,0.003766966292899024
Charles Bailyn,0.003621817603788312
Space telescope,0.003592444693225393
Event horizon,0.003570925621391421
Steven Weinberg,0.003446550095630953
Evolution,0.003366900621260833
Universe,0.003315285734808496
Pope John Paul II,0.00327341605397065
Cosmology,0.003119502127623749
Theory of everything,0.003090905131038515
Agnosticism,0.003061563771022958
Black hole,0.003003767882172156
Cosmic time,0.002990219088644662
Backslash,0.002956961328143814
Planet,0.002870888045274663
Astronomy,0.002850747153783928
Literary theory,0.002781434596658296
Solar System,0.002767905602623366
Astrophysics,0.002606341838837786
Spiral galaxy,0.002561124822473588
Microwave,0.002517925090320606
Physics,0.002486654299725908
Sun,0.002477813158542966
Arithmetic,0.002426691058560555
Albert Einstein,0.002382748667088222
Nuclear weapon,0.002378347996836721
Redshift,0.002364387302757911
Star cluster,0.002359308843642119
Energy,0.002337949644239881
Matter,0.002302068794479637
Telescope,0.002296428651797096
Volume,0.002285136556427275
Science,0.002284276760207063
Radio telescope,0.002283647879194633
Number,0.002272593642846407
Distance,0.002247694217851917
Radiation,0.002241356219725815
Expansion of the universe,0.002231745337374831
Earth,0.002219567489860685
Slash (punctuation),0.002175624423638749
Chemistry,0.002161212976833971
Sphere,0.002153575929427569
Second,0.002149561417255775
Nuclear reaction,0.002110841590715783
Initial singularity,0.002110644158847172
Scientific method,0.002105798721697116
Temperature,0.002096133496812137
Scientific law,0.002083101601886986
Nebula,0.00206373800027818
Atmosphere,0.002057553742259619
Metre,0.002046074641328785
Set (mathematics),0.002045323839635881
Orbit,0.002042392603047387
Mass,0.002040719298360498
Scale factor (cosmology),0.002029370959328148
General relativity,0.002014929443699022
Time,0.001999565217784984
Nobel Prize,0.001992735639459903
Kilogram,0.001991051581828342
Density,0.001988552688950225
Order of magnitude,0.001976623319830001
Causality,0.001975891368911896
Infinity,0.001972738961702402
Space,0.001969936646669461
The New York Review of Books,0.001963571134573191
Hypothesis,0.001950675574796246
Geology,0.001935211450254736
Physicist,0.001933276248307168
Atheism,0.001918851272386649
Equation,0.001907246427594775
Velocity,0.001879675962031167
Observation,0.001811373005938734
Special relativity,0.001797545129468742
Ion,0.001794069545830308
Star,0.001781769560627236
Statistics,0.001774528741880231
Human,0.001751143690424472
Probability,0.001743580530107901
Philosophy,0.001738688912598762
Cosmos,0.001735045590114165
History of science,0.001727513431213374
Kelvin,0.001715261327078042
Religion,0.001714437275756043
Theory,0.001698856466163031
Light,0.001698804591862443
Propaganda,0.001683869504675925
Force,0.001669809816354991
Paradigm,0.001644560639922348
Testability,0.00162363475210141
Measurement,0.001610738144331562
Catholic Church,0.001610102396541924
Knowledge,0.001603433658441491
Truth,0.001580531561769434
Neutron,0.001577961634847962
Physical constant,0.001570307346217082
Mind,0.001536321423090234
