title,pageRank
Hoplite,0.03183218694142979
Donald Kagan,0.01577038456468621
Thucydides,0.012107452024956
Phalanx,0.01151546326690445
Peloponnesian War,0.007470614184370102
Polis,0.007279118946202505
Philip II of Macedon,0.005701022839794082
Roman legion,0.005281922987830448
Battle of Agincourt,0.004841898480620136
Peloponnese,0.004809587198063433
Iliad,0.004792391691580543
Xenophon,0.004537254567402562
Victor Davis Hanson,0.004380175022639272
Babylonia,0.00434509226926057
Greeks,0.00396619981071526
Mantineia,0.003956395720514006
Socrates,0.003438793305316638
Battle of Mantinea (418 BC),0.00340376512960377
Ancient Greece,0.003391385030811213
Plato,0.003226472916183844
Macedonia (ancient kingdom),0.003175652782511188
Greek language,0.003099987650525018
City-state,0.003057357209646041
Aristotle,0.003003881115568718
Classical antiquity,0.00299561182265979
Normandy landings,0.002965683261466722
Hades,0.002845797141526509
Anabasis (Xenophon),0.002753901149060071
Tyrtaeus,0.002481757134920074
Pottery,0.002447361175730957
Cyrus the Great,0.002401398054333434
Peanut,0.0022588354450916
Miltiades,0.002229612272383597
Barbarian,0.002055591896429927
Spear,0.002031210014712326
Grand Canyon,0.002029490580111227
Composite bow,0.002018515400272212
Achaemenid Empire,0.002015727417625565
Themistocles,0.001996191071909365
Wine,0.001979545116130069
Battle of Marathon,0.001978951435837425
Oligarchy,0.001964835649003777
Odyssey,0.001960059802379977
Achilles,0.001922107817123262
Aristocracy,0.001870174090301092
Religion,0.001807797197338928
Archery,0.001804872478919795
Henry V of England,0.00179890189283541
Corselet,0.00176877119452516
Infantry,0.001759605344261776
Cavalry,0.001717959106665816
War,0.001715516824652607
Democracy,0.001706348727008002
Paris,0.001699915062726595
Vietnam,0.001693731509746744
Bow and arrow,0.001676603178449392
Athens,0.001648991717191752
Laurence Olivier,0.001628494736956217
German language,0.001625702812161421
Ancient Greek religion,0.001583878931297742
Shield,0.001570803015664485
French language,0.001542994280589129
Social class,0.001525731236898393
Backslash,0.001488472050964105
Alcoholism,0.001458453799371065
Military,0.001447887968854362
Human,0.001433401089495617
